X1,X2,X3,color,grade,X6,X7,X8,X9,income_class,X11,X12,X13,X14,X15,y
4.780264744120454,4.559035142217617,-5.402816862399796,blue,C,-3.165532910485613,2.7810464689353944,2.932055775134933,3.702985334318452,low,-3.2677034515914745,-1.5378566199054522,-0.5183209391322787,3.9449029695949513,1.2085102678437891,13.478205111166563
8.730264564074426,3.8708973852179365,-5.07286997051693,blue,E,8.459108829373797,3.3312742508062034,3.8549468268007536,4.500410735766435,medium,-6.1688703932232185,0.645785484992553,-0.44864459023372405,-5.806725178534439,5.382067125476735,12.490745110028922
5.745614947456613,5.0924863144930415,-4.6163828015852975,green,F,8.304928681574737,4.189987620920021,3.4871452546413284,0.8108381165127294,low,-7.840354655771772,-2.693348278053636,-1.1179528809269703,2.507827286880127,1.3537858439593653,3.8974029220113398
6.152474783190895,8.292360487810015,-5.9964017295309,blue,E,9.71290946474557,4.825247376955689,4.52616624475025,4.700161928745035,low,-8.669527391692323,-0.45432571629793916,1.388788983631293,-0.7314838581639214,3.084367684585927,23.731897428604732
5.653205236676272,8.550811756196836,-4.540694756828059,blue,D,-2.971501106605474,0.6347678285692905,6.4684523004431185,1.3369681760873633,low,-5.261961665878846,-0.6626561147632372,0.9337043996935972,2.597076987532868,2.7510724865261675,6.511456488030227
2.7059622601647013,1.9322925977732153,-5.4668301012962335,blue,D,4.909058318385037,5.102690749943178,5.136846307378797,2.1503521559590104,high,-5.375375328474274,0.2225615297384944,-0.5268226873336863,4.396046230913904,0.8886610340422179,-14.205455189118796
2.6322860990627186,4.284038672718607,-4.937073561083022,green,B,-3.90606000541776,3.2052144633742348,6.133250331468032,3.8509053938116224,low,-3.5614364629551862,-2.6487296196387855,0.9229394191870597,3.1035877192565042,1.8410787880109996,7.981428521085481
5.878127301087825,5.497499766904051,-4.70552517472472,green,F,4.305038240649701,3.1465920938620497,3.406108549809526,3.2759700859811702,medium,-5.987705573673734,0.223807136525761,1.2385328197707137,-4.971865288609264,4.213037111920503,16.111637431242695
8.554754999138598,1.4233423301831043,-5.923721608348227,blue,A,-2.016892836783712,3.454193612188274,2.8823332350259725,3.770525088110089,medium,-3.243000991784777,-0.8562971178765602,-1.9787882806732948,-7.569932059739516,4.971704215377838,7.519347055314677
7.28416001926991,7.559561369429503,-4.664754452502005,blue,A,0.083158912033101,5.258045430636459,2.02975036675903,2.3723792458656003,medium,-6.827438141048422,0.9695253125656581,-0.7681525843881694,-5.954889285257962,6.7486366257924235,6.478065497189591
10.12774483929993,4.386379871891094,-4.878135066747048,blue,B,-1.903287585567428,3.409960496024544,3.3928248613715675,5.213006993597741,low,-4.225015792537022,-1.2831136368535758,-0.21240037935504563,-5.472012962309139,4.266046365085833,15.910527763218278
7.263961269313636,5.493062998768081,-6.2613942823109,green,F,-1.811788793067511,4.198896220452642,5.45078621830713,1.3062337928421959,medium,-4.364025627118583,0.5786168317741233,-0.3650106406890906,0.3066376442471137,1.790263137848266,5.052967971865801
7.460943194065386,3.1771550253540277,-4.089893310333949,blue,B,4.126322223409735,3.771899554027635,6.340173854123761,3.610994700171429,high,-3.8362783457045553,-0.9343403641124121,0.8668135110132371,1.8809077929989235,1.7646831555580795,7.98046608608029
6.616324823074381,5.862262205019833,-4.390059640109624,green,F,-0.5463414877210384,3.5250005000711213,3.2349975063383685,3.4602716513104035,medium,-5.013506617314492,-0.47997389789694167,-1.402722311074282,-5.584434126424846,3.911179858541542,18.28893400959955
6.935852514571234,6.110099075355333,-5.7861297383607155,blue,D,-3.900009425851299,1.2462108513335326,3.147938439895748,5.351533551512965,low,-2.978184570388911,-1.2720070111170807,1.9501620808302689,-0.7966939001835959,4.337020583200035,21.609031911871604
2.6667412593946676,1.0601616891177699,-4.374620096839135,green,A,4.916537403449983,6.316170812275358,4.113016442773869,3.187831037175142,high,-4.925560672894859,-1.6384406430584983,-1.429102181662472,-4.592628679804575,5.476106584599804,-5.93576094260447
3.2497938130717,0.6692020196551469,-4.752592370699008,green,A,0.33022682625010824,4.1740473994146985,2.1380689430121738,3.2521190903696127,low,-4.038588281368281,-0.22052763559146535,-1.3302607611000887,-2.370697918320691,3.8167725905419916,-5.020305651710937
7.966658441636346,5.2638471638005395,-5.221593576800209,red,C,2.30803062839868,5.679873458624783,2.9185626293439504,3.7601219093940017,medium,-7.214312323094561,-0.7892595223244945,-1.789636365357091,-4.381343078703335,5.334940124431032,19.679712649050877
1.5406224795106902,2.817967789565807,-4.613977873436745,blue,B,0.4703932882944672,3.565997089602645,3.8255470314241946,2.031802260541221,high,-4.803502614744519,-0.24985767149024424,-3.311823936821738,7.036527070944306,0.8502995919364732,-8.301905183420137
6.105380512733033,2.7055122732965673,-5.837577068868011,green,B,-2.220573747218559,2.556502994058552,3.334256493530295,2.838480449577361,medium,-3.2759779155311173,-1.4640488743969158,-0.42477790895479345,3.4530260917665156,2.030672516970376,-2.85093463914043
1.9376993211041988,2.4932858158845947,-4.985795110945775,green,D,-0.5068861634010546,1.7634736814394063,5.187454866800415,3.5636675023416773,medium,-4.097881283729878,-0.22677363333950995,-3.747505494541092,4.2818125281537665,1.5323364969647624,3.9983419300629746
5.375633677618314,2.068050009360112,-4.6921500334700506,green,C,5.833040553171779,4.264999551909469,6.197308668434515,2.0628421115378304,medium,-4.2420714617066455,0.6837673009825666,0.5791847898183993,5.501371417244707,1.4293601888073946,-9.435447347852334
5.720228241402727,8.619517862993645,-5.396526362498238,blue,B,4.41839676889374,4.105278558797954,4.0567835053930255,4.231636268190238,low,-7.7017439849801645,-0.6650837251755661,-0.3381839180798395,-3.2333196566568407,3.8125215641691077,23.198559487015977
1.715900240209043,3.2556793794538326,-4.288541295689674,green,F,-2.561082061741829,3.9880090895025555,4.699505411338394,0.47510429064790394,medium,-3.823133098319726,0.1865458611985486,-2.607414566990711,3.2769382993541023,2.6076562315568896,-8.777665310942997
1.646184661282919,1.274380833176177,-4.414111349784793,red,D,9.3584501061364,5.843933336722424,3.495935205711232,1.7380447428754429,low,-6.108641858299222,-1.593137079288578,-1.1460174944610895,-0.052068618654587895,2.2886122224604177,-9.325837878815177
4.312529861721326,7.4503733679100055,-5.541502449633274,blue,B,-1.2269906898202807,3.915602657542563,5.808823528261286,1.6997582590983529,medium,-5.023089475176813,-0.5196433467446464,2.116373383351709,-1.2442023131583144,2.504317727078002,3.2881707070274993
8.659004694785914,2.287625020923948,-4.556124394965741,blue,A,-3.9576382900441636,3.1952854747932316,4.391635874171498,3.745347924372373,medium,-2.60920678188167,-1.6325251824527032,-1.486740776714014,-3.856378434122273,4.93906124113739,7.628312071739627
1.7398422772322886,3.164761950829433,-5.073599928476467,green,A,1.613582897461981,3.3344509471652923,2.4140138222438248,3.1087851839517953,medium,-5.135750043615959,-1.9472221267517305,-1.5551480758599743,5.907585427605694,0.7172176682730671,-1.8164828346428017
3.370224775680746,5.967734880107121,-5.206896342257252,green,F,-0.6678828980554901,1.8346350499919817,5.713318307255671,5.810423783937711,medium,-5.334450860321469,0.17493901464059658,-1.4293786425941926,-1.4508543966556138,2.62994782523697,14.318908159705243
2.3367595795817158,0.7918091221492205,-5.203886878811876,blue,D,-4.0721681483083705,1.2415930425225583,4.746869442116007,5.890248475115131,medium,-1.917260167783963,-1.408779583027811,-1.8622049269222467,-2.4114570399720203,2.7339621511863514,4.205920484990554
3.6223696673065264,2.2732825063851783,-3.551978350367592,blue,E,6.334998128826804,4.682485351353023,4.498722571528436,2.909205212417123,medium,-5.274092810539616,-4.566113871383914,1.439737939950295,0.06416355696001808,1.8820819370207167,-8.777653550260103
1.6494980448414085,5.86638374919966,-4.3285389232320535,blue,D,8.779585857865406,5.6976144005137215,3.5686179781445952,3.572093694396415,medium,-7.036279961913723,-0.892880723155239,1.2494991465771679,1.3223064875154074,1.4974432739607686,16.562255007482214
0.7110024006242714,5.56822943015029,-4.505479745121627,blue,D,-3.6983936855890587,4.343041520935905,5.332784599545203,0.4856644610210088,low,-3.501088233782876,0.3918260571098344,-0.3639796608633672,4.631882491698523,1.5781258767863953,3.33910091349882
2.9238504422501372,0.6815739928767433,-5.753893121641476,red,F,-1.160179554956635,1.6626251720912695,6.993742583616005,1.4603031285916963,medium,-2.7995962786155526,0.13607021841567712,-0.76040738850342,5.742792978811024,0.3793988878904857,-15.928421754999066
5.870295428283368,3.8947009906450196,-4.834090403462067,green,B,2.9257598043325093,2.9248933806525206,3.1303647317919223,3.7008747547914416,medium,-6.03832630488445,-0.37650862187480033,-1.0902915099860702,-5.917816142095664,3.857916518892667,11.87479657126221
2.333011149485926,6.99369508316423,-4.375064998495902,blue,B,0.7875448281426098,4.694530241724571,4.362201160506594,1.127847564842601,medium,-5.417797744144401,-0.7494825484712587,-2.361284907766292,4.6034058599119385,2.159175233367844,-1.8069115872201562
