x1,x2,y
0.5854285033419728,0.5492598582059145,1
0.6928185513243079,0.40464027551934123,1
-0.7733564991503954,0.41694196965545416,1
-0.4027390177361667,-0.8982908176258206,1
0.7670902824029326,-0.44396900944411755,1
0.13489887304604053,0.17592029878869653,1
0.39247793750837445,-0.1351026645861566,1
-0.522639942355454,0.011072838678956032,1
0.49251574045047164,-0.7081801323220134,1
-0.30476708291098475,0.47457623993977904,1
-0.9174714614637196,-0.034977462608367205,1
-0.7430397463031113,0.741222663782537,0
-0.39074350614100695,0.3176697972230613,1
-0.20244550751522183,-0.6664051255211234,1
0.2086768369190395,-0.6532631521113217,1
0.17967652343213558,0.7839706665836275,1
0.8126955851912498,0.5163602335378528,1
-0.9621678497642279,0.5718081523664296,0
0.050436115358024836,0.6942650587297976,1
-0.7786070057190955,-0.33670528419315815,1
0.8433235720731318,-0.49873081780970097,1
-0.28689312282949686,0.93212138582021,1
0.1406383505091071,0.563778456300497,1
-0.2737672124058008,0.9688747185282409,0
-0.1623626258224249,0.5270283571444452,1
0.6044499184936285,-0.4355996302329004,1
0.6359509723260999,-0.40226421784609556,1
0.018702488858252764,-0.6222232338041067,1
-0.8111063437536359,-0.1775573561899364,1
-0.49688651133328676,-0.10545077593997121,1
-0.12172912061214447,0.8910349770449102,1
-0.6411268217489123,-0.2063689175993204,1
0.3981016674079001,0.5268902075476944,1
0.1599274897016585,-0.23296930128708482,1
0.7844076086767018,0.18260876601561904,1
0.6719505698420107,0.18752855621278286,1
0.5898186755366623,-0.8316381508484483,0
0.3780474360100925,-0.9299338506534696,0
-0.543032054323703,-0.7456303802318871,1
-0.3428789908066392,-0.873896119184792,1
0.9882180402055383,0.10401829984039068,1
-0.5601820480078459,0.72590526426211,1
-0.38945427024737,-0.20164479780942202,1
-0.49333422165364027,0.9336384362541139,0
-0.212692781817168,0.9366515222936869,1
0.0450973897241056,-0.4893381488509476,1
0.7156873950734735,-0.4262900869362056,1
0.9528669090941548,-0.24502650974318385,1
0.4395869355648756,-0.018526379484683275,1
-0.7008003033697605,0.008648215793073177,1
-0.11115652276203036,0.38302204199135303,1
0.5177199174650013,-0.22923613106831908,1
-0.5413359361700714,0.23761831875890493,1
0.9793673655949533,-0.38997339690104127,0
-0.8957670810632408,-0.17012045672163367,1
-0.9691518074832857,0.9122897610068321,0
-0.16950466483831406,-0.4182285559363663,1
0.9554353817366064,0.8005871959030628,0
0.3399464334361255,0.7595387464389205,1
0.28018323658034205,0.3095167609862983,1
0.18951478926464915,0.9416236933320761,1
-0.2609798349440098,-0.66288549778983,1
0.16886727418750525,0.8491878318600357,1
0.7730107544921339,0.42622702941298485,1
-0.7933435952290893,0.1398200406692922,1
-0.42571251513436437,0.3863695547915995,1
-0.9720355966128409,0.19470316777005792,1
0.09170963382348418,-0.46639785170555115,1
-0.6649654572829604,0.6477127317339182,1
0.029913855716586113,-0.26133335568010807,1
0.5793777918443084,0.08393205655738711,1
0.6383710093796253,-0.7304780036211014,1
-0.09992777975276113,-0.16856504138559103,1
0.9741685558110476,-0.010348194744437933,1
0.5949491942301393,-0.17565110651776195,1
-0.4440990728326142,-0.13385330932214856,1
0.07259058812633157,0.6779254861176014,1
-0.6550903124734759,0.3340558581985533,1
-0.0917817815206945,0.8458213065750897,1
-0.18325264938175678,-0.7969509777612984,1
-0.41554275900125504,-0.5064400811679661,1
0.7129261530935764,-0.05424107937142253,1
-0.9102399828843772,-0.5788188138976693,0
0.06836100481450558,-0.039849859196692705,1
-0.9561833972111344,-0.3519181599840522,0
-0.6480177938938141,-0.7847812743857503,0
-0.12178230984136462,0.8473622188903391,1
0.28028692957013845,0.43586397636681795,1
0.24025774141773582,0.8168885712511837,1
0.3125739824026823,-0.09947046730667353,1
-0.21079610846936703,0.36142900260165334,1
0.10676370980218053,0.023963441140949726,1
0.051212893798947334,0.15560673316940665,1
-0.9177461960352957,0.6508378582075238,0
0.3453784044831991,-0.8111898596398532,1
0.5128532443195581,0.7166504939086735,1
-0.4383392077870667,0.4635486579500139,1
-0.6586146880872548,-0.6560310805216432,1
0.5971874422393739,0.4756249156780541,1
-0.6745907627046108,0.7418272877112031,0
0.6454378948546946,-0.14077830966562033,1
-0.5168498768471181,0.5501897716894746,1
0.2987933689728379,-0.043433021288365126,1
0.025329606607556343,-0.7831710739992559,1
-0.7021740637719631,0.1377453301101923,1
-0.9306171042844653,0.5150386355817318,0
-0.902656476944685,-0.3946656403131783,1
0.9096575556322932,0.025000203400850296,1
-0.8314964822493494,0.40166541980579495,1
0.693445869255811,-0.3845327263697982,1
0.41819658130407333,-0.8072062553837895,1
-0.2911942107602954,0.14237304963171482,1
-0.17328329291194677,-0.8545606858097017,1
-0.3700052434578538,0.9179230714216828,1
0.656293947249651,0.5472832014784217,1
-0.2198291476815939,0.8451808677054942,1
-0.6575775453820825,0.8803712818771601,0
0.896095082629472,0.754849053453654,0
0.16849173791706562,-0.9728530552238226,1
-0.9281200063414872,-0.40580324409529567,0
-0.6889693737030029,0.677777377422899,1
-0.10444754641503096,0.9732036669738591,1
0.7797224060632288,-0.6113303792662919,1
0.4767368477769196,-0.7861802196130157,1
0.8993635326623917,0.07264808937907219,1
0.648899232968688,-0.4182328269816935,1
0.08674068795517087,0.28128594160079956,1
0.45682795625180006,0.41282924450933933,1
0.9885088629089296,0.19895422272384167,0
-0.6189711545594037,-0.09150811797007918,1
0.3276437856256962,-0.5731820333749056,1
0.9255974246188998,0.8335563219152391,0
0.6473635979928076,0.255842799320817,1
-0.029691068921238184,0.9207906019873917,1
0.19030151469632983,0.024139530025422573,1
-0.8816836038604379,0.1837181281298399,1
0.15245918789878488,-0.4105824367143214,1
-0.06449779868125916,0.9463480585254729,1
-0.6589054260402918,0.5871364693157375,1
-0.13340712478384376,-0.3041323311626911,1
0.4677431881427765,0.7825717986561358,1
-0.6570903491228819,0.4488580636680126,1
-0.9967856756411493,0.20058623608201742,0
0.7827992746606469,0.21268558222800493,1
0.2792608207091689,0.024800483137369156,1
-0.18822498572990298,-0.20755747379735112,1
0.7449937458150089,0.39101188676431775,1
0.2752147098071873,-0.5536223608069122,1
-0.8340546581894159,-0.6811373573727906,0
-0.3161727637052536,-0.2588702840730548,1
0.5558440960012376,0.4760388834401965,1
-0.1509281718172133,-0.2934514665976167,1
0.5896275537088513,-0.18684814916923642,1
0.5775001049041748,-0.9670865195803344,0
0.5374125316739082,-0.7211277820169926,1
-0.6875079488381743,-0.3839814020320773,1
0.6178217101842165,0.3146186601370573,1
-0.1400840445421636,-0.47685563564300537,1
0.4602606678381562,-0.8814055239781737,1
-0.7045411868020892,-0.9619042701087892,0
-0.736185111105442,0.11886092368513346,1
0.18533039931207895,-0.8210740494541824,1
-0.09334031399339437,-0.7096875547431409,1
