X1,X2,X3,X4,X5,X6,X7,country,X9,X10,X11,X12,pet,color,X15,X16,decision
1.0963653090716758,-1.4170204795083463,5.347627551101358,5.466151311624195,0.2105685886550901,9.012640441634579,-0.6089107441761318,Estonia,-0.17552266473244593,4.049264606955093,6.290027830514319,10.661816169130505,dog,green,-1.3686994224309936,5.361411668142841,yes
-0.39409493360176207,-0.7040889039203932,6.054449130926118,8.240817383251054,-0.08134716343421683,5.80029000395853,0.07461607958858187,Latvia,0.4709670552395284,-0.6253507132309177,3.4351742381544454,8.496784860618863,hamster,green,-9.984832882569414,7.996449374137294,no
0.2655033619329744,-1.1377028351672616,5.66972721251278,3.1040053472138363,0.7613780338274527,4.479068954530478,-0.7944444356056746,Latvia,-0.5795384919812996,8.072522981963186,2.0286566699183695,9.621192932857728,snake,red,-2.8592138440881545,5.478565949856225,no
0.3601357411866396,-1.5402866630302838,5.60868827939996,7.757212812492204,2.34581219442986,11.716346519894842,1.005331995032112,Estonia,0.10246542772978717,5.5846143237345265,7.5058114250884564,9.182112756289328,snake,blue,-10.763361243279096,7.733911277801119,yes
-0.9131243632624914,-0.5802909389071313,9.22453839729259,9.030182178401828,-1.21632071972331,13.505610646817932,1.9814215320971587,Estonia,0.9644490965857568,1.404529455931759,7.839669424386186,5.079412537778309,turtle,blue,-6.376279613424388,5.24105345332145,yes
-0.44474482036756813,-1.0896008824564787,4.655050423773894,7.113684211956878,0.6337457177798,5.320441995539673,-2.3330381106206954,Latvia,-0.5610516230064397,2.809278470920259,4.209737866257626,9.1796569234578609,hamster,red,-5.170702972671226,9.552251196608468,no
1.1195144978411338,-0.2990574522865088,10.308025074591,8.826191018471475,0.9556733787032032,12.10306363958911,1.636751273931802,Estonia,-1.751373102350927,2.8740999278045085,6.12108832124772,14.239568938250562,turtle,red,-2.16936157947373,3.8547320735270962,yes
-0.15660323504100915,-0.5818409384124308,4.245128303279113,7.565530321160749,2.044676518441506,11.83338494935672,0.2997599330408841,Estonia,-0.7502811513756948,2.712924957732186,6.332845505732274,8.899636619202496,snake,blue,-2.9799479091020347,6.34232231681913,yes
1.865759038734721,-1.2224486466515163,4.8029429807513555,7.642149304413694,2.864695556289525,9.119225471073717,-0.11919016309904848,Lithuania,-1.673487340911441,6.098376513051152,7.300843455853624,13.231639000006036,turtle,green,-10.885393005663598,3.1275157900554755,yes
-0.09550463608510151,0.43336343785565656,9.312736331658508,4.700722243203807,3.935777544850482,8.106870387197773,1.3675858158604437,Estonia,0.10982635731516943,5.168571195529362,5.486372520130374,6.799928706007693,hamster,blue,-2.8412280754844166,7.473528303881408,yes
