X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,y
10,0.9247932690177938,16,11.770073087721341,23,3.4174141497727795,13.69399525585673,-17.542726817773126,8.16073086266381,-3.584567588625511,11.077306919831523,-25.33311324722307,45.8274196081513,1.9272114750437601,27,-8.249884070474584,3.271745548624016,-29.07235674213674,6.907092980313379,21.478607169811198,10.100166323583348,-3.257561428632471,60,4.719348878933722,27,12.155761879498051,29.04858365638378,18,42,16.860978704962303,15,-61.9978157329817,3.2653303602908137,25,13.545780601283818,32.00457591372721,5.485747728057287,12.973163437431793,7.759523487082521,2,-24.11052157760586,-5.533862688962145,4.1162736599067795,13.045998306148427,16.740933140166465,-12.77122929834946,15,-61.95618727728828,6.565262325254709,15.47998607853686,13.89194558941153,5.090248696618587,-5.450538854168036,21,27,1.7398455236430133,-7.19760833364915,7.132078493130442,21,-0.3710562926888823,32,6,34,66.77229899371736,27.58745956162609,23,30.366541034375995,8,20,16,21,-55.88061165982462,31,36.52948420718313,-14.322849250787414,40,12,27.679196799240337,23.41733475075793,7.2596590629251825,23,2.2869573497018543,17,54.371105510811645,19.74369726848086,39,22.574893548355355,-4.325840193574271,6.939294678311582,-41.91102949713318,12.814879147776637,-0.2054181085851572,1.6865165063274716,2.1193842562365655,70.99150300685828,14,6.123841276434904,15.441776807108052,21,4,7.8407364489329625,54.20962219658753,8,7.9942469585958165,11,17,39.02044187314719,20.12878309611181,5,15.954655443059018,50,5.274981271234079,-13.21775439892648,4.261449196879058,9,3.619941866102246,18.120549383296712,6.471013772050249,15.673432000688571,17,32,10,10.901363780413622,-8.7595283530203,18.402454110770805,6.925965037482685,-47.73742622595139,27.958752334074138,11,42.428470787419606,36,9.040028925391866,-0.2926948610138034,17.051663313039022,15.453603080428717,19.609814821593993,32.801138070279045,39.75861627764414,13.497526788826008,2.174444384454149,44,-15.43565251327146,35.97723811951239,15.045348980272387,48.827842606675645,22,22.925950256399553,4.642836871250424,-49.40071945362202,41,11.041136700270972,34,-63.81492699043942,-46.84511410006366,3.2036829019315105,24.81782842108545,47,11.862306230554156,5.03957607649864,7.997110080070796,26.852927034117872,65.56264256633196,83.06640189520321,39,9.352727978236969,6.8113142193304155,22.15429633703196,-6.763852785729654,-1.5196353317214668,16,28,-3.919300416956496,5.682179829268357,15.243055449293717,35.85599697349594,69.51485224666285,46.981497663213915,-22.223047483072968,10.27538154860869,2.1543720037371825,1.3749333173822855,-3.8405269567621887,3.9240958919791633,43.40667510831352,9.731692407754485,3.358367037374342,12.590586489059557,7,5.364954663108997,4.893468405985052,4,4.778267637490807,30.88300618338108,5.30144238506954,19.300099250251918,27.691470149093483,29,8.972885393835226,-23.75986044904912,6.627135177340809,-27.719358061162815
10,-2.914198993301523,17,10.557649644338305,21,5.780174642124031,6.771977963974615,-2.160661559348803,8.745943716027437,-8.511886229662437,13.871777685525942,19.43041629008917,9.008203451806914,12.91590848943536,33,-6.857139350252815,16.836879238903922,14.324303364038272,6.24220649572943,22.444705950703025,18.20710730575137,5.79595087569432,52,5.502497527995368,25,23.94285982266216,8.723854318299423,21,30,15.371326227600225,19,-8.757861440112649,2.323118071965082,20,4.276909082302402,21.884374026769535,4.571560435747051,7.596731358374585,3.80382619459733,7,-52.50871125128153,-21.269447947313154,2.4655863627401593,14.196584166242184,0.7554825430029677,9.316062838720509,17,11.744229832386836,4.790543356330989,29.406832721458663,7.185037229462463,2.2218809249148603,-3.128184460784694,24,25,5.067385793739775,-8.26985798434716,8.777593453133345,17,15.336072058269753,34,7,31,36.73659091791116,49.91255578270443,31,9.18641433119584,10,26,14,17,-93.75747166138238,31,15.913694987455152,37.651271437285516,43,11,49.405732054759945,4.840395345982493,11.673637877549893,25,3.8017950480226372,25,1.974492811565324,18.533342286104592,39,61.88068843443857,-5.703849666256855,9.404928831410087,-5.744365870848526,13.691703213403995,-2.865107387196738,16.713053828916017,72.13368334747285,-3.6056066475544775,19,4.823707895429574,13.32080626425153,19,11,8.777052888480382,92.97328370296688,12,3.0074676056661107,10,27,-25.04755286397574,24.40108446158905,3,22.22748103220804,58,6.142888737470116,-19.06931968892296,2.276301349681024,10,9.979428168328287,21.96309038452386,-4.377622780802138,11.728161439115066,14,32,9,12.917906760861976,-7.4848264118132075,13.620538323535978,3.6622117338537485,18.012966054004963,27.98959918289211,12,27.74177240799183,27,3.3328205996065883,-17.577490902533746,18.528902752589357,16.421742705566594,20.821837311942012,5.194377921431858,-10.73629256745646,33.01094744567675,5.3222353744612505,47,-14.591801041458869,32.69869204694942,13.96232321125994,27.611228372080134,15,29.27390092966557,20.01880583395462,-33.707820449960586,44,11.176305255540234,30,40.814480698814535,-89.99400834564707,6.984941166921853,17.266060090327827,54,5.245464097972643,14.937063777013213,10.173718334324782,23.084459220087513,50.74854156515802,81.4916949094516,42,19.894479104755796,2.122753867616986,21.550673882385535,-10.39838011249077,-3.207313770759545,21,27,1.6129197664194557,3.1410213703544545,12.795858423970543,17.83814061020483,68.26725920834174,12.846257987927723,-3.344353450831804,10.246113919963966,0.7756323358536327,5.697743851012207,0.13480319916726535,1.5512257949021393,7.600457661986447,9.28898325261899,25.442717554758744,14.389461413331258,10,2.7799142617367236,1.6084406930629414,5,7.113939994357315,25.636596498970565,5.703919187703965,-31.80250205293429,29.66141012068559,33,8.304655814899311,28.11679827633752,2.501287348113209,-25.904385986105627
10,4.381641124841342,17,10.577610950364678,26,3.059015752922444,24.57153377698937,-31.789699804312,9.603416552176027,20.509968922091616,18.723317235184457,-0.9019148029276565,44.24475756491441,22.71291878953395,30,-9.498531299833145,6.032502044415154,4.1991768714253155,6.898511151199617,21.528086115694975,12.810796556509308,34.88892633810597,58,1.5430665413940612,32,26.37220128309417,19.705635625120316,16,29,15.152122608659928,13,-44.20940577222157,5.776903164758148,19,9.05786084700909,-46.58741856763474,5.569060871983709,6.055045102588357,6.786849643993245,7,-54.15830733864154,-12.957019933682815,3.649296631398694,14.00851389507252,-2.3752860154382827,0.3442664617383997,16,-3.0673450552479977,12.430118311471924,3.4017909093786045,20.198730421597013,8.853298925941154,-0.030865586296310532,17,29,2.595719857696327,-2.2815814967357464,11.916925219217738,15,40.56794972221333,36,8,37,-17.49967271013363,-3.3975044464940964,31,19.838183456437772,6,23,15,15,-90.93961548081965,29,68.23562652075495,-33.78284284750607,40,12,30.074387478094273,22.2186601861446,24.46035964893722,24,3.6981711124829046,27,42.8180792958947,18.78274496430418,36,70.51767275502407,-11.788285167795255,1.8188005500790698,-36.76490180097307,15.420867624051656,-2.9805262599932796,22.692220990135205,-4.524669436421973,-8.337975774123052,18,6.797053824213008,9.84600286963791,15,1,6.996528930164678,-4.208051179064494,12,7.3891820168332085,13,28,18.73017063610414,19.898765136206475,2,19.030324295855877,58,3.2383252347672586,-50.2846623457148,11.771827294414495,11,8.857541830621436,22.00316725396197,45.575580482851436,3.3440486694769445,18,32,10,11.171606604037501,-7.894010317692299,16.571376710182314,6.063167098334421,-45.90199235728277,30.16965426471671,8,44.311645576419714,32,3.7390413664929065,-11.899640817596946,24.241510050585454,8.861120688227409,20.219873606645105,46.93725901868561,-30.982795397020073,-50.04967430047771,2.619190451965475,47,30.689618497228743,9.376840890138496,21.027668765386647,20.933203857076364,25,21.424909836566066,9.774988175382092,24.361560155994482,37,11.13498783915851,27,-30.28615355791043,-46.176377503265734,4.419563166613313,38.789013946966634,43,4.819881844639499,23.71273821891038,13.100488511935549,25.56331295832121,62.59024109177409,19.149390665580867,44,10.470226922233728,7.436678542948792,18.833851502463517,72.23469865116874,-1.9814848877186355,29,23,-17.588132941970557,4.032016594713961,18.805315776353677,34.3422480593652,39.42433365169537,5.236490017725063,-2.869357484771882,6.273327678424655,2.479642073543875,5.1160703163048344,-0.011878140362772682,3.179021731161709,4.7338719409146695,7.496948551092231,6.0005913634903605,12.19651456446848,11,2.717324013806106,32.06043912239364,4,4.735937676563866,23.217436910236223,1.7019649637512528,-36.746330031060666,37.257355096414784,28,4.6872758962072645,1.2762832197823144,11.269812297276323,-29.16631966242143
6,-1.4474340852569605,12,11.9050196528259,26,5.902224610339497,15.115566572880732,-13.05212604760856,9.234481318765535,-42.68041850152059,28.802906517972957,4.162817316991664,-7.276403321071697,1.3745763393005366,29,-5.29468707012898,12.633751876658735,-11.352043090896935,6.680168168494538,20.51833563953948,14.056882239109719,19.79683634587858,50,6.223525454929805,24,34.788794571655004,9.439406581666544,14,33,18.097665109324208,21,-58.956270873727945,8.692426005713582,16,5.4202672351553,-22.642645772885935,3.7267043814936907,4.400624158289334,7.913252785999043,1,26.777336440403474,-7.975884973617468,1.1605494145456408,13.814074015198372,-1.92324357382103,7.3441520852303395,14,-56.91860227019032,13.496365944396024,39.53273961271222,7.1726580361572605,2.759978320016017,-3.881794970582413,21,36,3.7347204880499927,-2.0621479421327256,9.387508515512524,17,-2.6273593599948786,34,5,36,-3.9082760845627007,10.221560351872139,29,16.792077719856636,8,31,17,18,-29.668280726580676,35,-36.834740493856,-23.057607456358895,39,4,9.721606841614744,10.312859952595343,11.10979364698563,24,2.073312308693776,22,22.417864071663832,17.765957524727906,40,-8.316296497364775,-10.077321064823066,6.796834136563227,-50.70630570576346,18.94323623266901,-2.316876690002231,-6.964773410150219,64.35835521681418,25.920479630763637,21,2.0690832330731843,7.636136248211958,15,4,6.662487644737177,-1.366147454305679,15,4.443674117753795,12,30,-9.544360843588493,22.272145720579278,3,16.78200489423202,59,6.228007262494172,34.316104700512795,3.287415312219097,9,18.164861900405498,19.88766649761577,11.608166490163775,2.763420253191097,15,30,9,9.289615064220264,-6.8734323196252465,14.884765020581108,8.324801690951023,8.720496786346331,29.51460835264248,11,21.369086937157405,25,2.8595469805751033,3.3775403484414497,22.707787738614716,12.435792002136328,20.432822963946464,25.737295544488678,33.09268588413687,-49.53382357617324,6.017755730718348,47,18.476058768115657,2.6381319693883185,19.022854805726077,13.53197452265853,20,23.131703666770328,5.899083240142449,-45.98952051176827,39,10.523692249508715,24,-36.884655671357216,-17.662297431625262,6.472156270016917,14.971201068702808,49,9.231058446196561,15.907615189622707,28.404737803093195,23.932037806440807,-24.506163684059807,17.714019646380407,41,9.310038026490446,5.347790177806872,20.687042996657667,63.87696835510636,-1.567920057600463,21,27,-17.880128957137924,20.05610755692504,13.777011108044492,34.94837451949917,60.913615813804114,20.418059909703274,-58.13420381780794,2.3728723486251457,0.7134939455183371,1.2312790314737942,-3.2265982889115294,0.6154099614165962,36.59948045821261,7.253699933253012,38.077847127723174,14.815956119732974,11,15.922730451593647,4.515132513602471,5,6.402178211891647,23.24721804384942,3.062166784045478,-27.607034981415165,33.539183092008244,33,3.5285311463594464,-13.450253399624636,6.874461610814004,-18.83280404798061
10,4.449772361957141,15,10.94561334832634,26,3.2899383228155874,23.8202843648508,38.12764667031918,9.857408803918139,-34.94829119435704,10.978969001973415,34.00489604427274,3.4672384930735234,7.643282561805934,24,-7.274045333677231,5.357622873512471,-25.60453413457664,7.118032683273526,18.328262296571236,13.601037105400469,53.3997660494978,54,5.122571552715055,26,17.334787543433546,8.199497487368244,17,27,18.299956286815128,12,-58.709260808341554,4.999466642356765,18,26.508385752555732,-7.7038131282003235,4.204853758980008,6.6574488001876,5.457854591562484,5,25.71516231348221,-21.945932729125865,4.346865247987068,14.534844373605479,16.88716646127954,4.711893438321165,15,-33.07026746793955,30.894428804039872,-24.83083785197911,13.740572605420745,1.266259951077807,-7.452318555163325,24,26,2.8123718719698534,-4.012131762505602,8.171752882812225,19,12.796933686931084,32,7,32,10.298536427853023,20.14481537318415,30,2.609457338300893,12,22,20,21,-56.21339675730666,31,23.67250469623862,-69.0192798997955,41,12,35.22959421389008,7.853305255639832,27.90987252236488,18,2.679539333158809,23,45.63189140808072,18.13355365880148,35,-9.680316179180661,-10.507018554227308,8.015654581269963,-57.072736718756616,16.855130052346006,-0.6514662790572938,14.869223651198979,11.23338269164172,34.78497648031555,18,3.6345783344671974,12.410610475220565,22,2,6.523248189829957,33.74100247956679,10,4.440883854598877,12,22,24.594190157917602,27.242034118670468,5,19.721718928085643,55,2.04253478246773,-54.68179319408958,8.726695588371756,6,17.055085413938183,23.96412549020095,42.60986801406426,7.8807507688128755,19,27,6,22.691955153652298,-8.250704032848658,12.08549283327335,6.3184696625194405,10.62958568861302,28.44353498969133,5,15.960930621379148,29,8.154291441119229,1.231815462647475,18.57187659998827,15.982041795926762,19.813034737541564,10.239408266171509,-6.358607794957685,-33.6705892976685,4.745890495048235,47,-0.3939378750950162,47.8735358812779,17.418394521184577,-27.277311598847668,16,29.750760722706165,11.718127315632248,-54.77628308844734,43,11.68571730697014,30,-50.093421449565795,-7.4237479154887325,7.892739198792429,6.974852860775717,53,4.977444923223526,13.527689026710883,6.549088451042606,25.842903321047793,69.687195104994,-8.764189343319156,45,5.007883552033407,0.6122310963351871,19.20131750571243,-52.50095023454389,-1.326468642143633,27,18,-13.406788693089073,13.65865712206072,9.925873788900379,-8.087596233070489,19.620136239034906,4.29433917267185,-51.97783064359007,5.78181696561019,1.7194342389935346,3.512200879109176,-2.9133216490568734,1.8920950014923763,1.3178542258734558,12.726061930072309,3.6537960340519793,13.28603657645888,11,7.015467452735702,7.363464638023315,2,5.461614549845739,21.98292402618697,2.7026561014324293,-20.248501626257585,27.57350673619626,27,2.8533631300208038,1.258690132666132,5.837382088922557,-33.81304738468849
7,1.7082636025749425,14,10.356941311431793,31,3.762126144024552,26.49282909664928,4.045612082942995,9.46701553670913,11.846896493063845,21.81415378574251,19.73430112109542,17.791055071470957,1.098120082189271,27,-6.6448272367284895,27.40211555840478,-29.995839386946354,6.3723072919452735,20.158289323213527,11.345166178984144,-21.558318970571833,56,7.396285609156741,24,5.1326124999439475,18.37580606416646,13,35,10.619932819146015,16,-52.711564155725014,4.165588195180377,17,4.142338379253231,14.744833091872096,4.098924401677532,16.559811166736896,6.072830796783075,4,-19.2380950514698,-60.05620921787213,3.9360092948749044,13.705029114594321,-3.381376980213786,-0.6713358846402935,15,-35.29527702173068,5.734935728411826,-23.387008021706933,16.01589259213012,10.431257525365504,-8.58551266253657,13,25,1.2939029883080506,-1.6097791630831644,11.610458271417423,22,36.750871665245356,29,6,22,44.34327400920644,44.43151817506326,20,9.29335836961161,9,26,9,15,28.883805617589985,33,64.96714361325286,19.220218265271598,38,8,15.250702182317378,5.4811266640225975,11.106242858807668,30,3.1861608857291754,26,77.22054872072691,22.235038366134678,44,-1.680370396471865,-1.3670083654180338,6.040704471179842,2.5384516168421243,15.200148471810007,-1.8211980851683849,1.1997174017424257,8.416251468350714,64.38012826827858,15,2.980399778764987,15.33902689957021,19,5,8.238224098538096,-23.70348844513041,15,3.8811723042796693,10,18,42.65034009445134,18.621001246571687,3,18.20571190268318,58,9.865787350375312,-34.46275511690148,5.601149451760922,9,20.081943262588254,18.847719671990134,3.6674152325816998,6.515520841100407,11,27,6,6.591010701735097,-8.721323494136524,11.591167025938642,6.174708660200961,-58.38239551684674,27.69795946540525,8,56.38420835297029,27,0.4415944189891739,-6.960154581617868,26.50069649942109,10.72425413501761,18.791604707415985,32.20500215012634,-39.65331430263232,24.47936108212363,4.183664070422798,44,-29.293750730463586,18.20322866770548,17.595976584586875,-21.058660800134696,20,19.91533199195168,14.43644994118464,-17.696809983109816,46,10.635419734303607,26,-31.46025968260298,-68.60424111555453,5.981563549053648,11.372964898318697,48,4.861441156919208,6.509204476735703,3.2383493295758807,24.93969096333042,-17.69539080366438,19.343432307435883,40,11.443520158966361,4.662659934261306,20.9131311008865,73.37320921551077,-2.3506815977541935,26,20,9.188195042772165,7.782105804785857,5.746566751148594,58.144614192230435,51.04651094919512,2.6827811475542798,-30.339258731447828,3.8173808145077746,3.8719088965331823,1.392013684259922,2.1849987962021564,2.68420573679239,3.355988964633353,9.189522589026147,6.493785265567532,15.261326231080721,8,2.6200145978705938,5.070383947596877,5,5.154699531563311,29.197580049480727,3.1276344050573366,-14.273486089372739,29.945966846960925,24,8.133330063659724,-47.535545795941175,2.4926688654534246,-22.31021532290933
11,1.1767494896436288,17,10.461331235354072,28,3.987982749254717,31.78628194375946,46.5682873848491,11.245976393646732,-37.514675355920524,12.158289643926356,-1.6525714107946712,10.245728123031519,2.354795694332486,30,0.6958766535888339,4.552372366258285,8.547467156687887,6.546846829694139,17.435965470488572,21.104648642783697,43.976752069296595,58,4.611936601460918,35,19.176288137654428,8.59006202484179,16,34,17.16375277947076,21,-6.776670120165264,5.320372281438223,17,17.98775317397035,-1.8508125310401624,4.3186589300486595,2.830008704521005,4.395616299565638,4,-37.78354165613882,-31.242266808399172,8.712667606765121,14.044819811759085,23.64390492393336,7.192922618046687,14,29.770391612515738,8.637005550089132,-28.009096415349717,42.022453626118626,3.3596942053537284,-3.6239249700036673,26,29,1.8236668248731307,-3.3951719531270155,6.22665916039876,17,16.442502598888762,32,6,35,62.416702951803586,14.51656250631342,25,25.889731123124545,9,28,23,14,-41.54836960246794,27,-10.851483491796643,14.857717633728384,44,4,31.714100758854876,8.285301175700315,10.221306955974374,37,3.343991585725164,20,76.73086364680873,17.636291609048083,38,73.70400236342377,-3.4353206046421825,3.261538485917228,-52.524412803507104,18.857795331045537,-2.760701326478908,19.228749349325184,4.2007960443532895,47.483103532265986,14,2.127144813878965,18.043334065051067,19,6,8.268750518844021,-17.274027822850442,14,4.425531940411136,11,24,-3.6711164377777266,23.071879910628507,5,15.86874667421257,61,2.735070129376862,-24.29960372574662,12.162106406393024,9,20.219128697060157,19.174656762438655,8.893326517387756,6.92135388618275,15,26,8,12.824166039229784,-7.200289421382225,14.529038422034207,11.106514169945841,-76.37035389072611,28.1745636335853,11,21.78278466141261,28,5.02661083016076,6.309532736836772,25.517661454327655,16.41473248595768,21.491730502372473,35.67222520294925,23.62111863189986,-14.655998057741307,5.842735008933429,42,50.51419603396283,16.79025728102571,15.944064679536186,67.34867471119249,17,32.8838901563209,13.401030543377413,-46.89275205925912,45,11.743834796250686,27,-66.80348055469334,3.982283922790913,8.81838118689749,13.407979875738876,53,9.438298268950891,8.002427964997459,6.773618443733601,24.395620872959572,-14.396723717942354,40.554645348067226,41,11.639646314476305,30.96273907067929,27.8383540659109,-15.211135119559117,-3.159005755793051,26,30,-25.492562140552195,18.685461868262273,9.020201026650785,56.57522630082997,55.12390713885661,27.45309338526797,-30.433686099828975,3.4707885858347782,3.69362803114087,5.85448516540193,0.003781626698106111,4.25614153831449,25.640457352684088,7.76031366537457,6.3948022325342695,14.127303471558731,6,3.8511415692074675,7.775124526805109,3,4.494784921851328,24.108436112732615,0.9989856384898631,-42.14685298990818,26.876895866308303,28,3.4842383751991757,22.56912465298808,6.400353036274519,-27.17846888003391
9,-3.0572733132158003,14,11.625786463542436,29,2.9679698491558373,4.4933704079105485,20.385250769490746,9.735266216600168,-30.694603781393674,16.873642753172156,39.68414925791403,13.672529574671842,2.694707943410284,29,-6.538422621114018,5.356945366999478,-12.444966086564467,6.6774262948053265,22.981895363958557,17.429923247107673,-19.36424598625958,56,3.2868068209856918,20,4.855833500652838,18.365830520682817,10,32,21.028187130863717,19,-20.307020505736986,6.663973694737927,18,43.81664705081958,-62.289177748483795,3.4612979281748992,26.786905127613394,5.497347391910387,4,16.30736851156857,-22.439068364368374,3.1108069332938793,13.097753842439,31.410099949575148,1.5635713188825369,15,26.848502370841132,10.468999846483781,-16.514749285852886,15.15379477768306,8.27309512731572,-3.376050530395105,15,29,4.990326283742397,-6.509112399588168,5.760545945175254,18,6.272005340271239,28,6,29,78.90519031063891,26.442555004445417,27,14.093386081689335,10,32,15,19,21.911622713958636,31,71.31237086411628,-88.0749691794795,44,7,11.945321882246104,10.292061513459997,13.068517140174421,25,5.804507166092387,16,70.79522404878256,21.43043023345688,41,11.284094830629819,-4.9982306267966505,7.6241760643210785,-38.69508890624611,18.210641824303686,-2.93924619123156,-6.428481591445884,11.942788488734784,19.579913724720065,16,6.789640390737425,11.290044769258333,20,4,8.148363400572233,23.899533935433844,12,4.526604853665606,13,28,27.33759343312451,21.23054070561044,4,20.560098846565722,56,8.319241616908538,-24.382562596391217,4.06456786821668,6,18.937181794158008,18.35946703795181,35.20820239165114,7.138596772196971,18,30,9,11.481533514732925,-7.329584146090879,9.548507660481786,5.855987931590997,-60.41375736712682,27.783386057476246,14,54.26054157264376,33,1.0565189901550787,15.650570609450796,22.890627463017292,9.71573365237685,20.898600134738167,4.810421258573648,46.1082530260303,-25.749480260866832,0.8540056631900221,47,7.260636539653177,4.728987689196362,14.211241084256628,62.78328073472268,21,25.27364594189965,14.128130619658966,-44.613064806802974,48,10.73388770625318,25,38.78720999106258,-34.384213672259236,4.397248110907805,4.060934015320967,50,4.403308685277458,10.409105189119403,17.65694459005664,25.31481301084411,-7.278656495428308,80.13882068670512,45,9.658982628248605,9.854539534477777,18.977567209443293,69.47632224998378,-1.9593081161859685,22,27,-12.872413987743741,33.37950280561578,6.258519483326759,4.413572460087796,23.339415923095164,28.443978614231874,10.0591262476416,4.450537093320363,4.264113001061072,4.168374669820301,-0.010919694544437308,2.4207133623117487,8.054814634476216,9.259003530053569,25.058543051138003,12.596937409086916,11,1.4438720414178752,5.195702581616535,5,3.2083680516119064,28.94770571066342,4.810955737498256,-11.92699915263023,29.323763341181674,29,3.1277310535041978,-49.680975586824246,9.675811392499433,-21.64361131180559
9,0.3507005288405368,13,10.317134282178769,24,5.406424213924334,13.564853388360396,-37.72494596565026,7.876794624860645,-42.471632518828855,16.96057543626789,28.504929407342942,-23.010496691800228,7.665748749131225,30,-4.075745257897866,20.145207653360856,-29.613675122472095,6.655548430530966,18.934681703549188,10.817313914115111,-20.600940689671926,52,2.799013320053737,30,32.1320960343341,3.564592491729766,19,30,9.551410240051265,23,-1.9785335630371605,10.300997897746072,16,16.8083489123688,-30.343568947644606,3.34763672135247,3.710967500182178,8.885374962701757,6,21.81804697879093,10.449921832044794,1.5526294221994756,14.271066209931059,5.538739325021538,-3.430138271345559,17,39.82591541270884,6.479418700047098,-23.125734338604055,10.977221625723978,5.7586796329174454,-12.408990408809462,17,26,1.31656373761256,-4.952852327923412,11.326741089788351,13,30.597928382706378,29,5,27,21.398374930994194,11.093687483545615,26,35.13599340327246,5,23,10,19,22.268820392519046,34,26.95319892389621,-17.100660067126725,40,9,42.019775249770845,3.1508574632908526,25.645273368457197,24,1.4053034878901702,21,69.93315561043468,21.006009261949597,44,76.07785256159465,-0.6641721229019559,6.634020975890083,27.80036666971033,13.63658212076993,-2.5114168167860633,11.68386173653031,71.35864238476319,57.47795225017869,17,0.9489631977817742,16.259935005522,21,4,6.939729666732918,19.26994058700862,18,0.3936753713508496,12,15,-19.27526632924716,21.632518561726037,6,15.407662527174246,45,23.520870197472103,-1.4557911456745245,2.487890930338945,11,11.06298463794405,20.008491516562525,-5.79080519416582,22.869060798934683,15,23,11,10.523497662946971,-8.401923521527616,14.747185288849352,5.044687789976156,-11.386955177829265,27.083358692092464,11,33.19206181309727,27,22.629603759848898,-0.9340456910254673,21.853248064033746,13.943449025161897,18.69453760456215,2.3134647207880144,44.01060266589437,-30.762653702589475,4.364396711631834,43,35.30407739248889,17.91484528129203,12.008796000001105,80.43960343106582,19,15.221707520035995,7.2617586593172,22.54534435361235,38,10.688475921164697,30,-48.497075036267546,-35.29988132959035,7.925107214871011,56.274623480663536,43,2.5127818707143335,19.24880814229433,13.513846392440875,24.727791699251227,51.28051909006777,55.87797876689281,40,10.08941887728297,10.831908905554338,27.700619869468156,-11.519117675726136,-2.57058194476552,22,25,10.545037765630305,8.485993585013492,6.77744558327115,73.96708247844875,18.254046492579548,7.9246238796968775,-1.8355864644872213,3.799480028158944,1.5304275343240288,6.322653315974472,0.4427067369812334,2.940986279866936,2.33491502565012,11.550403109713827,10.499712583651055,11.857309047110146,12,5.150438507443064,21.67189168391249,3,3.8789913939676284,25.524925084704314,4.467036948776894,9.69325650056355,37.34991116102783,34,7.8216713676993495,-2.562450743130171,4.831848848519499,-21.439572778062686
10,0.5617092940360467,18,9.198188248524529,20,1.8573429718338017,8.854915094912267,21.480131463923684,9.020219087766115,-8.94059791136548,18.148196721275625,20.300795499636926,4.021224346586138,13.339397357405398,34,-0.5969841302442305,18.112648435504774,11.85272511602659,6.703751028896768,19.80211342793753,14.389514036404291,-3.3690123237983016,56,5.080047392875802,22,6.100587221297313,16.716500653180777,16,33,15.730953655383045,16,-14.117367443111725,10.484743083689118,18,18.2046472509318,-51.29562835215494,4.7427974468565575,4.551579986697951,9.753460124346468,4,-44.498302443265786,-46.437351134949395,3.8168101059597124,14.836956182343075,8.554650801026504,-1.4913830527736112,18,-64.0000740352549,5.813911608892335,17.07330501030907,18.678195891081337,4.525912138451173,-0.2661686761113078,15,35,11.562259369970214,-1.8331883482295461,12.340096946116947,17,7.46492741017164,35,6,26,47.65653853610634,51.71104507632394,22,6.612543959098399,11,24,16,17,-22.335142387343538,31,-16.86118654577312,32.29158542786462,46,13,46.940143544607885,5.3128203004385375,18.032053950141325,30,3.8053466990221594,24,8.929128818186847,19.414966685817394,33,-12.799958353203529,-11.938053248706282,2.339019162808346,-35.547918391065195,8.606233408525153,-5.257920102957122,27.580323858545682,91.85943340904154,84.59093441514139,14,0.649381363185692,11.375272371414392,22,6,5.932527375488409,14.661566913107087,15,5.13814483817464,12,20,3.4236685056274823,23.03396195322209,7,20.937094960245076,57,9.380162822119162,38.06744597523152,4.228742787469047,6,11.632481022409813,20.189921005296824,-20.31715653391354,6.832520419761402,18,30,8,17.272679071524546,-8.80649552543324,12.080753961949046,5.0549200496220115,-29.108788853005436,30.034520966284553,13,30.222832560082757,36,4.2481090149139336,17.77584766836206,23.778632239394124,15.657337028279947,22.146999113550166,48.12106782317792,25.06525358075615,15.501106067815073,4.970845940376397,51,46.750955276194745,23.85120379254262,14.260262302056173,60.68082560920621,18,23.76464429353641,7.658116004245828,-37.92254615776613,41,10.487407681035986,31,-35.0808249196731,-24.781485260611163,7.152521040107751,7.0391951119726865,52,3.580765107803119,9.130249660543264,9.48227172568818,25.016095082517847,23.720180150427197,47.769696021782075,43,12.259123070485451,15.424824114311216,27.669871222922733,-11.763354335721928,-0.8321991521089395,23,20,-10.966005967998434,6.656776393578981,39.65338142448303,37.653033697239145,65.27829715465693,14.509052301710517,35.41287144348152,5.51060043218174,2.1355607168324164,6.044400707181874,-2.6743481422359454,1.6467445869684534,4.3106905622946305,7.389083396021152,31.676160136175564,11.896021769067056,10,0.8756711288757746,3.2765809057372426,5,4.906100483239483,19.9822705914107,2.814113210839394,-24.084584025051182,30.271413887262902,34,1.3657547998038169,-53.64200808304046,1.9382698242179308,-22.958672138121656
