X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,income_class,X56,X57,X58,X59,X60,X61,city,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,pet,color,X77,X78,X79,X80,X81,X82,X83,X84,y
27.563929485680585,-4.63893918806472,4.791381633245508,32.50574124558833,0.39927171204789946,34.55587392027017,-11.134458897412705,37.095204095256854,14.370844784860106,4.985036093793296,-20.44528797974209,49.574622091428864,38.679676495443374,1.364532542521454,17.694353504012444,12.406571706077301,-1.0686796888600223,24.744617050432794,14.035449483352156,24.102488374603162,20.524436065034358,6.755479453454171,21.1843269252441,0.5816812730330976,-7.013050821563498,28.85959411632165,-8.591501572217323,11.403335181231709,-0.5173293534655876,9.439865031496911,-14.947500891833766,11.660233913503188,25.99266820096416,2.3895317859178267,19.09787161789125,-0.6437410844544704,-1.9011362664980436,41.600049782123904,30.550226343936586,-9.13410753732875,17.139075586074487,-37.3690483306596,-5.790623506559559,16.055213400037225,36.4487712784016,18.974614128338708,-0.1419428297866281,63.30293429556502,3.1943000255186598,1.521075156590938,35.50013109586142,14.668272544989488,14.519080552776213,3.1586896389913877,low,9.42854971560683,33.092722271889954,-2.7471565602108408,26.838750894843244,17.99836401110256,-14.165897900505412,Tallinn,55.2316094461134,18.327529223365378,5.52559821492439,29.34177375311979,24.877804853167913,41.21782268547118,-6.2179468112827525,16.022660869907217,11.533482620291691,-7.052931721927723,23.79992538995535,-12.976444115852697,dog,green,17.57555128980092,8.091829881308263,3.5566367653776476,22.24008565469769,-6.787377175051349,26.24675806662224,45.757620159284066,-15.48862182757485,4.985757222428199
30.55188054481675,0.2877160582418501,5.3902207145291605,29.543870352564173,-1.9255904858289115,40.11896140735746,5.7825848516139065,36.94703709962918,15.496115491385305,-8.6371423797389,-43.124149956132136,32.2511763389374,12.538310384547195,7.379573605998919,24.509128381932157,12.615345342405226,-0.6241456335813977,26.735537683933376,1.6541929134521212,26.85094781342467,18.004100781871575,4.334383728034322,18.432280245417818,7.670174585244192,-9.245363359674775,35.04297151508681,-4.225908384687337,-9.388831707794578,0.02967247178658461,2.5553320308622833,16.284992527526537,-22.652090076467246,17.158369235567317,25.349491432948042,82.23963482540812,-11.310766929136303,10.861199525866489,41.45171608957767,6.549581755171799,-43.84968538973341,36.754168226974976,43.71887730864377,-2.3922123744423045,15.632803621627206,40.829729333572686,18.07210088707593,-22.449063876577615,-18.20500085325752,6.003788069755321,-5.534920433989074,39.18712025940435,14.552771467498133,6.132992702592092,1.2716182077212639,low,15.121714756657264,7.463460523749194,-2.945618872383791,20.05960699545723,10.7182527220725,-4.913186769999543,Tartu,21.76871734345926,21.77765918330984,7.180529688527317,11.992329747848183,24.624549421348156,29.466104050990666,12.503794414336804,11.0376902812799,19.759632017093168,-8.540650936257805,35.21729165007699,-9.551189961742672,dog,green,48.5502903407502,5.035787196096793,1.0050658600101694,21.408252913647445,24.704268134703472,27.975364152115464,52.97761632698489,11.35958829697707,9.474713385340156
31.478589703130513,-9.930706600618343,13.621636953588922,-8.676249257087841,7.56430646656392,18.30242674431632,8.304696679270148,38.504481203436356,8.300618440251505,29.870283582890778,-9.59956436712323,37.6714156915368,11.82619619984484,3.702983235760933,17.231643955212135,18.16601847935242,2.2560094142008955,13.83846586229706,35.67781373836412,17.595333764462307,19.809540629320416,8.018078148773562,18.2392927425962,0.18131756202604876,-10.325805168652684,26.6329371231197,-6.894756838351639,-11.40083576030073,-0.5025153447158157,5.930483883135345,-35.46593471912352,1.8159931928994208,22.227577426610843,16.398834529557202,24.03932874564373,5.223217592774025,-7.603161681324291,29.893732541163082,13.904075821890773,5.187044023520685,27.54319967473844,-15.514642285097388,-8.48214156102776,16.13657978717678,39.07465266718395,15.012183485468444,-4.737141394310772,1.7735993793448799,1.523700342868158,-5.901156904252337,28.897558511272038,20.97713635887798,21.514868296158575,2.2456747386927915,low,10.816292010563672,19.719030349282072,-1.2511152996322306,16.67971627376647,17.808718661591502,-3.2106467701178243,Rakvere,35.58819615428128,18.719787843485854,1.9300936480577429,29.736454974870036,25.082012931272637,33.898911740583635,-4.770014090887787,11.470386017173606,13.081344852704914,-5.296233029758954,39.31510073250467,-4.276270604263479,cat,green,10.44037281224643,46.05247595548574,1.7940647889032153,19.42736500300122,5.146583706204709,26.964075132874946,43.07954116020205,4.146918321896462,8.74751011044877
30.69514850888028,-20.202700177434263,9.111795121004747,22.519997231260756,25.499588629367796,21.24482371152522,-23.2711868660473,45.24044135361516,10.229945775614922,-3.4050813411147054,1.4514454596300754,12.995354483863236,28.983398451028492,13.420003158813929,20.296433045642978,12.531398824658588,5.732599683954123,18.65511378317653,9.107872824607076,16.638566753790013,18.561525868126598,19.35011562424161,23.738828508425776,9.29639573724123,-12.427499853089158,23.114955061204665,-13.782927603494308,6.077531967920233,-4.6959917993697236,-2.4043361987658964,7.18001981454202,60.93877903723245,24.536507280161437,20.08415599969191,62.89221524235255,19.001336613376672,7.2813311204381,33.42685584260566,47.69130796713487,45.694998812268345,43.202891613622825,-55.758469222029134,-9.91942182786552,17.7545253826902,47.957688729637354,9.887612506605084,6.910732149606224,-1.8223538360762142,0.8382391603584434,-14.966556076243291,27.429295424013144,21.00388902831306,6.004025341629944,1.4157105723877779,low,13.484529661742798,3.301166448220709,2.076361938006147,15.072171764444684,18.43278378135116,-0.1828302659265013,Narva,20.41424064012573,2.476084388272051,4.720141140572098,15.415519571141092,23.144981452436895,34.121947719773154,1.4127919420900072,46.74873073540535,22.950194491829674,-12.99868666915674,36.46223604433222,16.862719935447917,cat,red,14.826021299694323,34.46345526203953,2.149074930470086,20.733505716302037,12.887250217927102,25.73020751496006,47.38409542592092,34.25608841006477,3.8177792306986467
29.331364923464406,-9.375421827408905,12.871144752694162,-7.499032836795753,13.931057567674092,65.55402046580204,-23.636381423422222,45.88290223742794,12.621614986796004,33.08838279460911,-52.12867160977507,20.32796763990326,22.146920581061153,5.885284722665392,18.49557555368975,12.987424404069642,8.15996647603072,22.9939149242135,60.95279680865682,27.19852984249846,19.418975916294315,7.0639303892364955,28.82898151095298,17.38334871961535,-13.145963992607747,25.532737800315214,-9.955698412401118,-7.088825079169698,-6.61327382671722,0.6573424224509621,20.94633022491024,19.498864937118622,33.34305154633365,16.606062560375346,95.74206723332392,4.898497746685251,-0.28577555269210553,43.151931873565196,47.44810086105855,4.201974437013572,51.94143793191882,36.67457164025218,-8.101096733020295,16.120140126297773,50.69406325366932,9.040819255886468,-18.496286110831385,-21.79488710852446,2.4932114492191877,0.1504847581767178,32.73145525581566,12.063951331714778,1.553437309370448,-0.922620470877368,low,15.972957108836658,8.861949446177979,-1.5116502166508674,20.995356369025924,15.393901641557784,-11.817667237711268,Rakvere,55.260888809883866,23.914336919497114,12.028657886385224,21.672340285534474,20.04765399626521,38.54859197493642,0.23134849061692897,6.999787921989017,20.123682942320208,-6.902961049317116,36.98920113806439,20.653969187867148,cat,green,19.058585953053253,41.958365444791376,1.008461334683885,25.80819311622981,12.306944492622893,26.008420474580433,55.450615325638175,-14.328796098726613,2.101853076174918
32.469038865311866,-16.906740815486575,5.709572574203543,-18.033477704180477,40.82259790001148,25.151608674677007,-4.668315601309554,36.81189524375873,11.546609067776371,-13.089551429976641,-44.1121407253157,27.143147448129614,19.22486235410296,4.134324071008706,18.138550650621152,9.881075229667585,7.026086781669359,21.10223429664961,10.456036538087652,24.651086493984614,20.19639121633944,3.6992599178851218,18.33828779251685,8.94714766004483,-11.242581430259872,26.651808398248235,-17.28428832618417,-8.552126210203472,-2.246083444116458,1.1762544682670049,18.51697866618755,-16.73985372005837,21.66288351750219,25.774229634698425,28.63600554684538,17.182637136117823,7.008467116462844,37.78564608569443,-0.6603065023022757,46.272897372761825,18.94533769450424,40.238140053822704,-6.568137783905634,16.144493291975984,49.375886930263945,19.638238518250002,-17.859742369609357,69.32935442544412,-1.4689501918056809,-6.903917419207068,31.18351316768863,16.723769711993562,12.605932650918508,-0.3706785336402403,low,14.030451649799982,-2.867088041088079,-0.5639273962031726,19.158507151699354,17.371895878963585,2.1940341861813444,Tallinn,1.4438355373866456,21.38256178500686,6.9335034418382095,20.419700535503093,19.604964537889888,31.86004373657052,9.407906839547014,0.2261911928936099,23.71045429426665,-13.906416733313261,31.22175998257263,21.600618018546534,cat,green,6.237280851757561,28.03968015863243,1.944102514215559,26.17090957763595,22.530105293097236,21.431811976854892,50.10740448669759,11.237969454273358,4.709861608715208
29.195157378042122,-7.8176683385046655,22.269074885181578,7.620908273592454,15.59301770084037,23.74126202597879,-9.214595109175514,29.093803690521966,6.090794253176511,21.56967448247699,19.08522969691268,38.206814037316505,14.162993930857766,6.268199490716228,25.802287712210624,14.01244416025568,2.177947354175715,20.722499755076623,30.347185293020303,17.305712718221073,24.018974071642173,3.816821547590036,22.974367803368033,-2.925646557612673,-15.830742635239258,24.646081469113568,1.3050151395523513,-49.38284750256491,1.15133089757264,8.081708663652934,-38.016318579037076,39.15970550638416,29.600260543890695,19.171665212181868,31.98472567990249,-0.14401209925980218,14.991490203121177,37.15599808663037,37.550241288789636,-13.607011790109404,26.994201601672597,-12.150285747936287,-5.485825507383595,17.811917956286408,56.731188942606636,9.924430566205361,-5.096521118801904,26.906501892506444,4.267180773242864,-13.11759521709811,25.45591453900311,20.054989364318516,11.19147329853615,0.987754185094972,low,13.059448886985814,10.168617993737222,3.8821965514582337,20.192114359755855,15.920825758936076,-8.035319114750767,Tartu,30.770007535248688,12.259807345957194,8.402143303603056,9.296233901648183,23.46037115736433,36.942269429680714,-7.627827798227346,16.62130356745983,18.896547886899143,-13.993952451703981,50.49475334489634,4.361949959007931,dog,blue,32.151730930109665,67.25161360509257,2.831397966830508,27.262728694365435,24.289240255687638,25.728179055555554,39.75294208917993,34.00778700618208,9.715652926312343
26.914247994626358,-4.350422279047083,11.879171259782861,-15.842935399072449,3.397475705085217,9.885942931165253,18.469220958752448,38.649895542924895,7.957651022360717,-22.385302234085252,-34.46761308665291,13.190481736547591,10.23233109362431,6.936930652318658,18.253819083521112,11.628626847642947,1.9861909597611955,22.985359782299046,10.842555483074369,26.134251668478687,22.078223498803077,2.508225981896822,18.9036396769245,1.1140439327409082,-11.166618214305135,33.917062847092105,-11.224064685230571,12.997693674237642,-5.099914431830868,-2.5101626953084035,-29.60171273503529,-8.582405541612982,20.203622754971203,22.6471394588648,4.076963464548432,8.115631647037128,17.421816008529206,38.232039143190775,38.00335279127238,5.445701425551894,21.781031678494195,-59.40803690243263,-4.626239984316432,15.913833090791986,47.18960648401885,11.487379546461414,4.687600090836419,44.216607331425784,0.5455554528883857,-5.737812239845871,22.017196578896037,21.206554365998887,20.12418843312567,-1.430890813815073,low,7.312646844172221,4.669811158233449,-1.0197002878758252,24.225926897181573,19.088113026795263,-10.526521179441273,Tallinn,38.847452535081395,20.37491882546547,12.237801230337807,12.065204094272305,20.985413641345424,37.5203937753401,-8.850948761826007,15.975058008234273,15.563249658799187,-16.69724740822197,32.93591249908501,-5.279757579081377,cat,red,20.66232753020392,32.39817749929266,1.177073983659069,23.77946647586628,22.470569476906626,20.07338070710566,44.579048216105846,16.14917967563331,3.6039891856632047
28.39893364509445,-17.318033799901738,6.387908053629641,14.354130644018678,-1.812313334185962,14.882612705734019,-1.4288452625124002,41.514502467249365,10.359921997804936,24.062535058340334,-5.477075024791735,45.07639087653591,12.326833642191502,10.677867593885866,17.399309847769622,14.54071153228001,-0.4257659904573224,22.68034152910465,5.727808947516215,15.593619631980657,18.070439500262847,6.380356613677431,25.80836317001567,6.28842630737344,-11.721719035008656,29.037943744148734,-12.266011134365703,19.900742415661828,-0.18502974342210443,2.208343568638467,28.627491782156127,-11.818536358885796,18.825844791841227,12.430219325631402,36.678898214835975,15.870480549905103,15.53871024985021,25.667240958531103,44.2129580551086,45.514265713844956,14.382085475788141,-55.802193131886575,-7.006607800033456,21.690574614855052,49.0125898330956,7.692237571052125,5.721995996080324,22.557198286673714,11.493751610442793,-1.0441856180505058,37.65972066890572,23.775647908130573,12.94917431704603,3.2787018157644034,low,11.205938590059125,6.0449275239537394,-1.8590796424389269,20.79272972089422,16.909489794553018,-14.294209221520667,Rakvere,52.482225760979034,16.669618647404732,6.281653024487695,-1.27663526355283,25.233648436738502,42.50293070875701,1.6685987014606134,0.8202162954777534,22.76830701839209,-5.4106096190823365,31.780813549139594,-2.4702840422572767,dog,green,67.43185921950621,23.886649804649732,1.458188210982008,23.7954485522684,2.7900610232602503,22.8067021445544,56.28180060397925,-14.580365242887197,0.5030912619563929
30.74813200899363,-11.367049645083746,7.958876792373861,-16.64823129883044,16.20368917983971,27.92147720692162,-21.105139604578653,40.22207835468758,14.773768088485324,40.3071690914499,-52.77587746661721,31.727111033442537,19.64620350436904,0.3273955040215286,24.34706059250652,11.94351458951277,3.026369678593742,20.74979349137441,13.160252618196957,37.43309148271839,24.264770534199933,5.963164666090594,18.205603149690468,-3.1398148339539538,-9.048687903064298,24.57288007848306,-14.252872426902531,-40.03293237557285,-10.067976015117607,8.800081990024536,-18.82142140670299,20.552221417651925,34.62346339904793,13.897348943414611,97.56006271125383,4.41558396831778,-5.2620069104716745,32.21804932646661,48.10785800776065,9.275453125593469,61.969807992931216,-56.49603403074116,-6.279398957811766,14.921173496767272,39.95768359110152,8.39967381977626,5.041723581726173,1.554640883556469,5.988448644520077,-9.898938339629066,39.05948472214431,20.188179384691836,-4.136068029329317,-0.022644464228915417,medium,12.86143045815724,21.072610215145744,-2.6967260561685378,22.206868072141738,15.447372965899099,-3.996791567165065,Tartu,34.92732250333475,27.327971917816967,11.480659643348453,13.55854227847831,33.91665614769263,40.63889558843536,-1.263942702795247,5.14441343179087,19.179916598919977,-12.183250908508057,29.062864178474985,-12.293741198537194,hamster,green,39.94520363443952,19.273711769250138,0.6083346808258416,23.36171875667271,8.064859745902506,28.940678962604068,41.68590309634075,22.143920435822103,7.255056202072507
